circuit_name,model,mode,lang,run,pass,fidelity
inter_02_qft2,gpt-5.6-luna,bv,cn,4,False,0.0
inter_02_qft2,gpt-5.6-luna,bv,cn,5,True,1.0
inter_03_teleport_prep,gpt-5.6-luna,bv,cn,1,True,1.0
inter_03_teleport_prep,gpt-5.6-luna,bv,cn,2,True,1.0
inter_03_teleport_prep,gpt-5.6-luna,bv,cn,3,True,1.0
inter_03_teleport_prep,gpt-5.6-luna,bv,cn,4,True,1.0
inter_03_teleport_prep,gpt-5.6-luna,bv,cn,5,True,1.0
inter_04_deutsch,gpt-5.6-luna,bv,cn,1,True,1.0
inter_04_deutsch,gpt-5.6-luna,bv,cn,2,True,1.0
inter_04_deutsch,gpt-5.6-luna,bv,cn,3,True,1.0
inter_04_deutsch,gpt-5.6-luna,bv,cn,4,True,1.0
inter_04_deutsch,gpt-5.6-luna,bv,cn,5,True,1.0
inter_05_superdense,gpt-5.6-luna,bv,cn,1,True,1.0
inter_05_superdense,gpt-5.6-luna,bv,cn,2,True,1.0
inter_05_superdense,gpt-5.6-luna,bv,cn,3,True,1.0
inter_05_superdense,gpt-5.6-luna,bv,cn,4,True,1.0
inter_05_superdense,gpt-5.6-luna,bv,cn,5,True,1.0
inter_06_grover2,gpt-5.6-luna,bv,cn,1,True,1.0
inter_06_grover2,gpt-5.6-luna,bv,cn,2,True,1.0
inter_06_grover2,gpt-5.6-luna,bv,cn,3,True,1.0
inter_06_grover2,gpt-5.6-luna,bv,cn,4,True,1.0
inter_06_grover2,gpt-5.6-luna,bv,cn,5,True,1.0
inter_07_param_rot,gpt-5.6-luna,bv,cn,1,True,1.0
inter_07_param_rot,gpt-5.6-luna,bv,cn,2,False,0.0
inter_07_param_rot,gpt-5.6-luna,bv,cn,3,False,0.0
inter_07_param_rot,gpt-5.6-luna,bv,cn,4,True,1.0
inter_07_param_rot,gpt-5.6-luna,bv,cn,5,True,1.0
inter_08_fredkin,gpt-5.6-luna,bv,cn,1,True,1.0
inter_08_fredkin,gpt-5.6-luna,bv,cn,2,True,1.0
inter_08_fredkin,gpt-5.6-luna,bv,cn,3,True,1.0
inter_08_fredkin,gpt-5.6-luna,bv,cn,4,True,1.0
inter_08_fredkin,gpt-5.6-luna,bv,cn,5,False,0.0
inter_09_shift_reg,gpt-5.6-luna,bv,cn,1,True,1.0
inter_09_shift_reg,gpt-5.6-luna,bv,cn,2,True,1.0
inter_09_shift_reg,gpt-5.6-luna,bv,cn,3,True,1.0
inter_09_shift_reg,gpt-5.6-luna,bv,cn,4,True,1.0
inter_09_shift_reg,gpt-5.6-luna,bv,cn,5,True,1.0
inter_10_phase_est,gpt-5.6-luna,bv,cn,1,False,0.0
inter_10_phase_est,gpt-5.6-luna,bv,cn,2,False,0.0
inter_10_phase_est,gpt-5.6-luna,bv,cn,3,False,0.0
inter_10_phase_est,gpt-5.6-luna,bv,cn,4,False,0.0
inter_10_phase_est,gpt-5.6-luna,bv,cn,5,False,0.0
adv_01_qft3,gpt-5.6-luna,tv,cn,1,False,0.0
adv_01_qft3,gpt-5.6-luna,tv,cn,2,True,1.0
adv_01_qft3,gpt-5.6-luna,tv,cn,3,True,1.0
adv_01_qft3,gpt-5.6-luna,tv,cn,4,True,1.0
adv_01_qft3,gpt-5.6-luna,tv,cn,5,True,1.0
adv_02_grover3,gpt-5.6-luna,tv,cn,1,True,1.0
adv_02_grover3,gpt-5.6-luna,tv,cn,2,False,0.0
adv_02_grover3,gpt-5.6-luna,tv,cn,3,True,1.0
adv_02_grover3,gpt-5.6-luna,tv,cn,4,False,0.0
adv_02_grover3,gpt-5.6-luna,tv,cn,5,False,0.0
adv_03_vqe_ansatz,gpt-5.6-luna,tv,cn,1,True,1.0
adv_03_vqe_ansatz,gpt-5.6-luna,tv,cn,2,False,0.75
adv_03_vqe_ansatz,gpt-5.6-luna,tv,cn,3,True,1.0
adv_03_vqe_ansatz,gpt-5.6-luna,tv,cn,4,True,1.0
adv_03_vqe_ansatz,gpt-5.6-luna,tv,cn,5,True,1.0
adv_04_qaoa,gpt-5.6-luna,tv,cn,1,True,1.0
adv_04_qaoa,gpt-5.6-luna,tv,cn,2,False,0.5
adv_04_qaoa,gpt-5.6-luna,tv,cn,3,False,0.25
adv_04_qaoa,gpt-5.6-luna,tv,cn,4,True,1.0
adv_04_qaoa,gpt-5.6-luna,tv,cn,5,True,1.0
adv_05_qwalk,gpt-5.6-luna,tv,cn,1,False,0.0
adv_05_qwalk,gpt-5.6-luna,tv,cn,2,False,0.0
adv_05_qwalk,gpt-5.6-luna,tv,cn,3,False,0.0
adv_05_qwalk,gpt-5.6-luna,tv,cn,4,False,0.0
adv_05_qwalk,gpt-5.6-luna,tv,cn,5,False,0.0
adv_06_bv,gpt-5.6-luna,tv,cn,1,True,1.0
adv_06_bv,gpt-5.6-luna,tv,cn,2,True,1.0
adv_06_bv,gpt-5.6-luna,tv,cn,3,True,1.0
adv_06_bv,gpt-5.6-luna,tv,cn,4,True,1.0
adv_06_bv,gpt-5.6-luna,tv,cn,5,True,1.0
demo_01_hadamard,gpt-5.6-luna,tv,cn,1,True,1.0
demo_01_hadamard,gpt-5.6-luna,tv,cn,2,True,1.0
demo_01_hadamard,gpt-5.6-luna,tv,cn,3,True,1.0
demo_01_hadamard,gpt-5.6-luna,tv,cn,4,True,1.0
demo_01_hadamard,gpt-5.6-luna,tv,cn,5,True,1.0
demo_02_cnot,gpt-5.6-luna,tv,cn,1,True,1.0
demo_02_cnot,gpt-5.6-luna,tv,cn,2,False,0.0
demo_02_cnot,gpt-5.6-luna,tv,cn,3,False,0.0
demo_02_cnot,gpt-5.6-luna,tv,cn,4,True,1.0
demo_02_cnot,gpt-5.6-luna,tv,cn,5,True,1.0
demo_03_bell,gpt-5.6-luna,tv,cn,1,False,0.0
demo_03_bell,gpt-5.6-luna,tv,cn,2,False,0.0
demo_03_bell,gpt-5.6-luna,tv,cn,3,False,0.0
demo_03_bell,gpt-5.6-luna,tv,cn,4,True,1.0
demo_03_bell,gpt-5.6-luna,tv,cn,5,True,1.0
demo_04_ghz,gpt-5.6-luna,tv,cn,1,True,1.0
demo_04_ghz,gpt-5.6-luna,tv,cn,2,False,0.0
demo_04_ghz,gpt-5.6-luna,tv,cn,3,False,0.0
demo_04_ghz,gpt-5.6-luna,tv,cn,4,False,0.0
demo_04_ghz,gpt-5.6-luna,tv,cn,5,False,0.0
demo_05_toffoli,gpt-5.6-luna,tv,cn,1,False,0.0
demo_05_toffoli,gpt-5.6-luna,tv,cn,2,False,0.0
demo_05_toffoli,gpt-5.6-luna,tv,cn,3,False,0.0
demo_05_toffoli,gpt-5.6-luna,tv,cn,4,False,0.0
demo_05_toffoli,gpt-5.6-luna,tv,cn,5,True,1.0
inter_01_swap_decomp,gpt-5.6-luna,tv,cn,1,False,0.0
inter_01_swap_decomp,gpt-5.6-luna,tv,cn,2,True,1.0
inter_01_swap_decomp,gpt-5.6-luna,tv,cn,3,False,0.0
inter_01_swap_decomp,gpt-5.6-luna,tv,cn,4,False,0.0
inter_01_swap_decomp,gpt-5.6-luna,tv,cn,5,False,0.0
inter_02_qft2,gpt-5.6-luna,tv,cn,1,False,0.0
inter_02_qft2,gpt-5.6-luna,tv,cn,2,False,0.0
inter_02_qft2,gpt-5.6-luna,tv,cn,3,True,1.0
inter_02_qft2,gpt-5.6-luna,tv,cn,4,True,1.0
inter_02_qft2,gpt-5.6-luna,tv,cn,5,True,1.0
inter_03_teleport_prep,gpt-5.6-luna,tv,cn,1,True,1.0
inter_03_teleport_prep,gpt-5.6-luna,tv,cn,2,False,0.0
inter_03_teleport_prep,gpt-5.6-luna,tv,cn,3,True,1.0
inter_03_teleport_prep,gpt-5.6-luna,tv,cn,4,True,1.0
inter_03_teleport_prep,gpt-5.6-luna,tv,cn,5,False,0.0
inter_04_deutsch,gpt-5.6-luna,tv,cn,1,True,1.0
inter_04_deutsch,gpt-5.6-luna,tv,cn,2,False,0.0
inter_04_deutsch,gpt-5.6-luna,tv,cn,3,True,1.0
inter_04_deutsch,gpt-5.6-luna,tv,cn,4,True,1.0
inter_04_deutsch,gpt-5.6-luna,tv,cn,5,False,0.0
inter_05_superdense,gpt-5.6-luna,tv,cn,1,True,1.0
inter_05_superdense,gpt-5.6-luna,tv,cn,2,True,1.0
inter_05_superdense,gpt-5.6-luna,tv,cn,3,True,1.0
inter_05_superdense,gpt-5.6-luna,tv,cn,4,True,1.0
inter_05_superdense,gpt-5.6-luna,tv,cn,5,True,1.0
inter_06_grover2,gpt-5.6-luna,tv,cn,1,True,1.0
inter_06_grover2,gpt-5.6-luna,tv,cn,2,True,1.0
inter_06_grover2,gpt-5.6-luna,tv,cn,3,False,0.0
inter_06_grover2,gpt-5.6-luna,tv,cn,4,True,1.0
inter_06_grover2,gpt-5.6-luna,tv,cn,5,True,1.0
inter_07_param_rot,gpt-5.6-luna,tv,cn,1,True,1.0
inter_07_param_rot,gpt-5.6-luna,tv,cn,2,True,1.0
inter_07_param_rot,gpt-5.6-luna,tv,cn,3,False,0.0
inter_07_param_rot,gpt-5.6-luna,tv,cn,4,False,0.0
inter_07_param_rot,gpt-5.6-luna,tv,cn,5,True,1.0
inter_08_fredkin,gpt-5.6-luna,tv,cn,1,True,1.0
inter_08_fredkin,gpt-5.6-luna,tv,cn,2,True,1.0
inter_08_fredkin,gpt-5.6-luna,tv,cn,3,True,1.0
inter_08_fredkin,gpt-5.6-luna,tv,cn,4,False,0.0
inter_08_fredkin,gpt-5.6-luna,tv,cn,5,True,1.0
inter_09_shift_reg,gpt-5.6-luna,tv,cn,1,False,0.0
inter_09_shift_reg,gpt-5.6-luna,tv,cn,2,False,0.0
inter_09_shift_reg,gpt-5.6-luna,tv,cn,3,True,1.0
inter_09_shift_reg,gpt-5.6-luna,tv,cn,4,True,1.0
inter_09_shift_reg,gpt-5.6-luna,tv,cn,5,True,1.0
inter_10_phase_est,gpt-5.6-luna,tv,cn,1,False,0.0
inter_10_phase_est,gpt-5.6-luna,tv,cn,2,False,0.0
inter_10_phase_est,gpt-5.6-luna,tv,cn,3,False,0.9061
inter_10_phase_est,gpt-5.6-luna,tv,cn,4,False,0.0
inter_10_phase_est,gpt-5.6-luna,tv,cn,5,False,0.9061
adv_01_qft3,gpt-5.6-sol,bv,cn,1,False,0.0
adv_01_qft3,gpt-5.6-sol,bv,cn,2,True,1.0
adv_01_qft3,gpt-5.6-sol,bv,cn,3,True,1.0
adv_01_qft3,gpt-5.6-sol,bv,cn,4,False,0.0
adv_01_qft3,gpt-5.6-sol,bv,cn,5,False,0.0
adv_02_grover3,gpt-5.6-sol,bv,cn,1,True,1.0
adv_02_grover3,gpt-5.6-sol,bv,cn,2,True,1.0
adv_02_grover3,gpt-5.6-sol,bv,cn,3,True,1.0
adv_02_grover3,gpt-5.6-sol,bv,cn,4,True,1.0
adv_02_grover3,gpt-5.6-sol,bv,cn,5,True,1.0
adv_03_vqe_ansatz,gpt-5.6-sol,bv,cn,1,True,1.0
adv_03_vqe_ansatz,gpt-5.6-sol,bv,cn,2,False,0.0
adv_03_vqe_ansatz,gpt-5.6-sol,bv,cn,3,False,0.0
adv_03_vqe_ansatz,gpt-5.6-sol,bv,cn,4,True,1.0
adv_03_vqe_ansatz,gpt-5.6-sol,bv,cn,5,False,0.0
adv_04_qaoa,gpt-5.6-sol,bv,cn,1,False,0.0
adv_04_qaoa,gpt-5.6-sol,bv,cn,2,False,0.0
adv_04_qaoa,gpt-5.6-sol,bv,cn,3,False,0.0
adv_04_qaoa,gpt-5.6-sol,bv,cn,4,True,1.0
adv_04_qaoa,gpt-5.6-sol,bv,cn,5,False,0.0
adv_05_qwalk,gpt-5.6-sol,bv,cn,1,True,1.0
adv_05_qwalk,gpt-5.6-sol,bv,cn,2,True,1.0
adv_05_qwalk,gpt-5.6-sol,bv,cn,3,True,1.0
adv_05_qwalk,gpt-5.6-sol,bv,cn,4,True,1.0
adv_05_qwalk,gpt-5.6-sol,bv,cn,5,True,1.0
adv_06_bv,gpt-5.6-sol,bv,cn,1,True,1.0
adv_06_bv,gpt-5.6-sol,bv,cn,2,True,1.0
adv_06_bv,gpt-5.6-sol,bv,cn,3,True,1.0
adv_06_bv,gpt-5.6-sol,bv,cn,4,True,1.0
adv_06_bv,gpt-5.6-sol,bv,cn,5,True,1.0
demo_01_hadamard,gpt-5.6-sol,bv,cn,1,True,1.0
demo_01_hadamard,gpt-5.6-sol,bv,cn,2,True,1.0
demo_01_hadamard,gpt-5.6-sol,bv,cn,3,True,1.0
demo_01_hadamard,gpt-5.6-sol,bv,cn,4,True,1.0
demo_01_hadamard,gpt-5.6-sol,bv,cn,5,True,1.0
demo_02_cnot,gpt-5.6-sol,bv,cn,1,True,1.0
demo_02_cnot,gpt-5.6-sol,bv,cn,2,True,1.0
demo_02_cnot,gpt-5.6-sol,bv,cn,3,True,1.0
demo_02_cnot,gpt-5.6-sol,bv,cn,4,True,1.0
demo_02_cnot,gpt-5.6-sol,bv,cn,5,True,1.0
demo_03_bell,gpt-5.6-sol,bv,cn,1,True,1.0
demo_03_bell,gpt-5.6-sol,bv,cn,2,True,1.0
demo_03_bell,gpt-5.6-sol,bv,cn,3,True,1.0
demo_03_bell,gpt-5.6-sol,bv,cn,4,True,1.0
demo_03_bell,gpt-5.6-sol,bv,cn,5,True,1.0
demo_04_ghz,gpt-5.6-sol,bv,cn,1,True,1.0
demo_04_ghz,gpt-5.6-sol,bv,cn,2,True,1.0
demo_04_ghz,gpt-5.6-sol,bv,cn,3,True,1.0
demo_04_ghz,gpt-5.6-sol,bv,cn,4,True,1.0
demo_04_ghz,gpt-5.6-sol,bv,cn,5,True,1.0
demo_05_toffoli,gpt-5.6-sol,bv,cn,1,True,1.0
demo_05_toffoli,gpt-5.6-sol,bv,cn,2,True,1.0
demo_05_toffoli,gpt-5.6-sol,bv,cn,3,True,1.0
demo_05_toffoli,gpt-5.6-sol,bv,cn,4,True,1.0
demo_05_toffoli,gpt-5.6-sol,bv,cn,5,True,1.0
inter_01_swap_decomp,gpt-5.6-sol,bv,cn,1,True,1.0
inter_01_swap_decomp,gpt-5.6-sol,bv,cn,2,True,1.0
inter_01_swap_decomp,gpt-5.6-sol,bv,cn,3,True,1.0
inter_01_swap_decomp,gpt-5.6-sol,bv,cn,4,True,1.0
inter_01_swap_decomp,gpt-5.6-sol,bv,cn,5,True,1.0
inter_02_qft2,gpt-5.6-sol,bv,cn,1,False,0.0
inter_02_qft2,gpt-5.6-sol,bv,cn,2,True,1.0
inter_02_qft2,gpt-5.6-sol,bv,cn,3,False,0.0
inter_02_qft2,gpt-5.6-sol,bv,cn,4,False,0.0
inter_02_qft2,gpt-5.6-sol,bv,cn,5,False,0.0
inter_03_teleport_prep,gpt-5.6-sol,bv,cn,1,True,1.0
inter_03_teleport_prep,gpt-5.6-sol,bv,cn,2,True,1.0
inter_03_teleport_prep,gpt-5.6-sol,bv,cn,3,True,1.0
inter_03_teleport_prep,gpt-5.6-sol,bv,cn,4,True,1.0
inter_03_teleport_prep,gpt-5.6-sol,bv,cn,5,True,1.0
inter_04_deutsch,gpt-5.6-sol,bv,cn,1,True,1.0
inter_04_deutsch,gpt-5.6-sol,bv,cn,2,True,1.0
inter_04_deutsch,gpt-5.6-sol,bv,cn,3,True,1.0
inter_04_deutsch,gpt-5.6-sol,bv,cn,4,True,1.0
inter_04_deutsch,gpt-5.6-sol,bv,cn,5,True,1.0
inter_05_superdense,gpt-5.6-sol,bv,cn,1,True,1.0
inter_05_superdense,gpt-5.6-sol,bv,cn,2,True,1.0
inter_05_superdense,gpt-5.6-sol,bv,cn,3,False,0.0
inter_05_superdense,gpt-5.6-sol,bv,cn,4,True,1.0
inter_05_superdense,gpt-5.6-sol,bv,cn,5,True,1.0
inter_06_grover2,gpt-5.6-sol,bv,cn,1,True,1.0
inter_06_grover2,gpt-5.6-sol,bv,cn,2,True,1.0
inter_06_grover2,gpt-5.6-sol,bv,cn,3,True,1.0
inter_06_grover2,gpt-5.6-sol,bv,cn,4,True,1.0
inter_06_grover2,gpt-5.6-sol,bv,cn,5,True,1.0
inter_07_param_rot,gpt-5.6-sol,bv,cn,1,False,0.0
inter_07_param_rot,gpt-5.6-sol,bv,cn,2,False,0.0
inter_07_param_rot,gpt-5.6-sol,bv,cn,3,False,0.0
inter_07_param_rot,gpt-5.6-sol,bv,cn,4,False,0.0
inter_07_param_rot,gpt-5.6-sol,bv,cn,5,False,0.0
inter_08_fredkin,gpt-5.6-sol,bv,cn,1,True,1.0
inter_08_fredkin,gpt-5.6-sol,bv,cn,2,True,1.0
inter_08_fredkin,gpt-5.6-sol,bv,cn,3,True,1.0
inter_08_fredkin,gpt-5.6-sol,bv,cn,4,True,1.0
inter_08_fredkin,gpt-5.6-sol,bv,cn,5,True,1.0
inter_09_shift_reg,gpt-5.6-sol,bv,cn,1,True,1.0
inter_09_shift_reg,gpt-5.6-sol,bv,cn,2,True,1.0
inter_09_shift_reg,gpt-5.6-sol,bv,cn,3,True,1.0
inter_09_shift_reg,gpt-5.6-sol,bv,cn,4,True,1.0
inter_09_shift_reg,gpt-5.6-sol,bv,cn,5,True,1.0
inter_10_phase_est,gpt-5.6-sol,bv,cn,1,False,0.0
inter_10_phase_est,gpt-5.6-sol,bv,cn,2,False,0.0
inter_10_phase_est,gpt-5.6-sol,bv,cn,3,True,1.0
inter_10_phase_est,gpt-5.6-sol,bv,cn,4,False,0.0
inter_10_phase_est,gpt-5.6-sol,bv,cn,5,True,1.0
adv_01_qft3,gpt-5.6-sol,tv,cn,1,True,1.0
adv_01_qft3,gpt-5.6-sol,tv,cn,2,True,1.0
adv_01_qft3,gpt-5.6-sol,tv,cn,3,True,1.0
adv_01_qft3,gpt-5.6-sol,tv,cn,4,True,1.0
adv_01_qft3,gpt-5.6-sol,tv,cn,5,True,1.0
adv_02_grover3,gpt-5.6-sol,tv,cn,1,True,1.0
adv_02_grover3,gpt-5.6-sol,tv,cn,2,False,0.0
adv_02_grover3,gpt-5.6-sol,tv,cn,3,True,1.0
adv_02_grover3,gpt-5.6-sol,tv,cn,4,True,1.0
adv_02_grover3,gpt-5.6-sol,tv,cn,5,True,1.0
adv_03_vqe_ansatz,gpt-5.6-sol,tv,cn,1,True,1.0
adv_03_vqe_ansatz,gpt-5.6-sol,tv,cn,2,True,1.0
adv_03_vqe_ansatz,gpt-5.6-sol,tv,cn,3,False,0.0
adv_03_vqe_ansatz,gpt-5.6-sol,tv,cn,4,True,1.0
adv_03_vqe_ansatz,gpt-5.6-sol,tv,cn,5,True,1.0
adv_04_qaoa,gpt-5.6-sol,tv,cn,1,True,1.0
adv_04_qaoa,gpt-5.6-sol,tv,cn,2,False,0.0
adv_04_qaoa,gpt-5.6-sol,tv,cn,3,False,0.0
adv_04_qaoa,gpt-5.6-sol,tv,cn,4,True,1.0
adv_04_qaoa,gpt-5.6-sol,tv,cn,5,True,1.0
adv_05_qwalk,gpt-5.6-sol,tv,cn,1,False,0.0
adv_05_qwalk,gpt-5.6-sol,tv,cn,2,False,0.0
adv_05_qwalk,gpt-5.6-sol,tv,cn,3,False,0.0
adv_05_qwalk,gpt-5.6-sol,tv,cn,4,False,0.0
adv_05_qwalk,gpt-5.6-sol,tv,cn,5,True,1.0
adv_06_bv,gpt-5.6-sol,tv,cn,1,True,1.0
adv_06_bv,gpt-5.6-sol,tv,cn,2,True,1.0
adv_06_bv,gpt-5.6-sol,tv,cn,3,True,1.0
adv_06_bv,gpt-5.6-sol,tv,cn,4,True,1.0
adv_06_bv,gpt-5.6-sol,tv,cn,5,True,1.0
demo_01_hadamard,gpt-5.6-sol,tv,cn,1,True,1.0
demo_01_hadamard,gpt-5.6-sol,tv,cn,2,True,1.0
demo_01_hadamard,gpt-5.6-sol,tv,cn,3,True,1.0
demo_01_hadamard,gpt-5.6-sol,tv,cn,4,True,1.0
demo_01_hadamard,gpt-5.6-sol,tv,cn,5,True,1.0
demo_02_cnot,gpt-5.6-sol,tv,cn,1,True,1.0
demo_02_cnot,gpt-5.6-sol,tv,cn,2,True,1.0
demo_02_cnot,gpt-5.6-sol,tv,cn,3,True,1.0
demo_02_cnot,gpt-5.6-sol,tv,cn,4,True,1.0
demo_02_cnot,gpt-5.6-sol,tv,cn,5,True,1.0
demo_03_bell,gpt-5.6-sol,tv,cn,1,True,1.0
demo_03_bell,gpt-5.6-sol,tv,cn,2,True,1.0
demo_03_bell,gpt-5.6-sol,tv,cn,3,False,0.0
demo_03_bell,gpt-5.6-sol,tv,cn,4,True,1.0
demo_03_bell,gpt-5.6-sol,tv,cn,5,True,1.0
demo_04_ghz,gpt-5.6-sol,tv,cn,1,True,1.0
demo_04_ghz,gpt-5.6-sol,tv,cn,2,True,1.0
demo_04_ghz,gpt-5.6-sol,tv,cn,3,True,1.0
demo_04_ghz,gpt-5.6-sol,tv,cn,4,True,1.0
demo_04_ghz,gpt-5.6-sol,tv,cn,5,True,1.0
demo_05_toffoli,gpt-5.6-sol,tv,cn,1,True,1.0
demo_05_toffoli,gpt-5.6-sol,tv,cn,2,True,1.0
demo_05_toffoli,gpt-5.6-sol,tv,cn,3,True,1.0
demo_05_toffoli,gpt-5.6-sol,tv,cn,4,True,1.0
demo_05_toffoli,gpt-5.6-sol,tv,cn,5,True,1.0
inter_01_swap_decomp,gpt-5.6-sol,tv,cn,1,True,1.0
inter_01_swap_decomp,gpt-5.6-sol,tv,cn,2,True,1.0
inter_01_swap_decomp,gpt-5.6-sol,tv,cn,3,True,1.0
inter_01_swap_decomp,gpt-5.6-sol,tv,cn,4,True,1.0
inter_01_swap_decomp,gpt-5.6-sol,tv,cn,5,True,1.0
inter_02_qft2,gpt-5.6-sol,tv,cn,1,True,1.0
inter_02_qft2,gpt-5.6-sol,tv,cn,2,True,1.0
inter_02_qft2,gpt-5.6-sol,tv,cn,3,True,1.0
inter_02_qft2,gpt-5.6-sol,tv,cn,4,True,1.0
inter_02_qft2,gpt-5.6-sol,tv,cn,5,True,1.0
inter_03_teleport_prep,gpt-5.6-sol,tv,cn,1,True,1.0
inter_03_teleport_prep,gpt-5.6-sol,tv,cn,2,True,1.0
inter_03_teleport_prep,gpt-5.6-sol,tv,cn,3,False,0.0
inter_03_teleport_prep,gpt-5.6-sol,tv,cn,4,True,1.0
inter_03_teleport_prep,gpt-5.6-sol,tv,cn,5,True,1.0
inter_04_deutsch,gpt-5.6-sol,tv,cn,1,True,1.0
inter_04_deutsch,gpt-5.6-sol,tv,cn,2,False,0.0
inter_04_deutsch,gpt-5.6-sol,tv,cn,3,True,1.0
inter_04_deutsch,gpt-5.6-sol,tv,cn,4,True,1.0
inter_04_deutsch,gpt-5.6-sol,tv,cn,5,True,1.0
inter_05_superdense,gpt-5.6-sol,tv,cn,1,True,1.0
inter_05_superdense,gpt-5.6-sol,tv,cn,2,True,1.0
inter_05_superdense,gpt-5.6-sol,tv,cn,3,False,0.0
inter_05_superdense,gpt-5.6-sol,tv,cn,4,True,1.0
inter_05_superdense,gpt-5.6-sol,tv,cn,5,True,1.0
inter_06_grover2,gpt-5.6-sol,tv,cn,1,True,1.0
inter_06_grover2,gpt-5.6-sol,tv,cn,2,True,1.0
inter_06_grover2,gpt-5.6-sol,tv,cn,3,True,1.0
inter_06_grover2,gpt-5.6-sol,tv,cn,4,True,1.0
